"Code","Category","Description","Size","Total Inventory","Price","Sale Price","Sale End Date"
"17328","STRAIGHT BOURBON WHISKEY","KNOB CREEK RYE SINGLE BARREL SELECT 115P 750ML (1 Bottle)","750ML","0","$51.99","$36.39","09/30/2025"
"312620","ARGENTINA","CATENA LA CONSULTA MAL - 750ML","750ML","0","$27.99",,
"70719","STRAIGHT BOURBON WHISKEY","OLD FORESTER MINT JULEP - 1L","1L","0","$29.99",,
"170983","DOMESTIC VODKA","WEBER RANCH 1902 VODKA - 750ML","750ML","0","$34.99",,
"238740","IRISH WHISKEY","HYDE #5 ARAS CASK SINGLE GRAIN IRISH WHISKEY 6YR BURGUNDY CASK - 750ML","750ML","0","$57.99",,
"89879","LIQ BASED RTD","TIP TOP COSMOPOLITAN COCKTAIL RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"83267","AMERICAN RED","BONTERRA CAB (ORGANIC) - 750ML","750ML","336","$17.99",,
"14898","SESSION RTD","CUTWATER VODKA TRANSFUSION 6/4 CAN - 12.0Z (4-Pack)","4pk","0","$12.99",,
"88439","NEW ZEALAND","WHITEHAVEN MARLBOUROUGH S/BLC - 375ML","375ML","168","$12.99",,
"247741","AMERICAN WHITE","JAM CELLARS BUTTER LIGHT CHARD - 750ML","750ML","0","$21.99",,
"247144","ITALIAN WHITE WINE","SAVERIO FARO GRILLO - 750ML","750ML","0","$13.99",,
"68334","AMERICAN TABLE WINE","BOTA BOX NIGHTHAWK BLACK LUSH PINOT NOIR 3L","3L","258","$21.99",,
"89771","LIQ BASED RTD","TIP TOP JUNGLE BIRD COCKT RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"248209","ITALIAN WHITE WINE","KOCJANCIC RADO MALVASIA 750ML","750ML","0","$28.99",,
"47906","IMPORTED CORDIALS","IL TRAMONTO LIMONCELLO - 750ML","750ML","0","$16.99",,
"171438","NON-ALCOHOLIC WINE","WOLFFER SPRING IN BOTTLE SPARKLING NA BLANC DE BLANC 750ML","750ML","0","$25.99",,
"71630","IMPORTED GIN","NEW AMSTERDAM LONDON DRY GIN - 1.75L","1.75L","72","$27.99",,
"83431","AMERICAN BLUSH","APOTHIC CAL ROSE - 750ML","750ML","432","$12.99",,
"20150","DOMESTIC RUM FLAVORS","LYON BLACKBERRY RUM - 750ML","750ML","0","$39.99",,
"171243","TEQUILA","MAESTRO DOBEL REPOSADO TEQUILA 750ML","750ML","0","$32.99",,
"87262","AMERICAN RED","LEGACY ALEX VLY RED WINE 6/CS - 750ML","750ML","0","$61.99",,
"80716","SPANISH/PORTUGUESE","MARTIN CODAX RIAS BAIXES ALBARINO - 750ML","750ML","132","$17.99",,
"247545","TEQUILA","PANTALONES REPOSADO TEQ ORG - 750ML","750ML","0","$52.99",,
"81884","AMERICAN WHITE","FRANZIA REFRESHING WHITE BIB - 5L","5L","172","$20.99",,
"377162","TEQUILA","CLASE AZUL TEQUILA - ANEJO - 750ML","750ML","0","$583.99",,
"352982","MISCELLANEOUS IMPORTED WINE","HAN JAN APPLE - 375ML","375ML","360","$9.99",,
"171430","AMERICAN WHITE","BOTA BOX BREEZE CHARD TETRA 500ML","500ML","0","$5.99",,
"70806","TEQUILA","MASTERO DOBEL DIAMANTE TEQUILA - 750ML (1 Bottle)","750ML","12","$47.99","$39.99","09/30/2025"
"80305","NEW ZEALAND","NOBILO SILVER LOW CAL S/BLC - 750ML","750ML","0","$13.99",,
"32115","IMPORTED GIN","TANQUERAY 10 - 750ML","750ML","228","$36.99",,
"241562","AMERICAN RED","PENFOLDS BIN 600 CAB/SHIRAZ - 750ML","750ML","0","$48.99",,
"27294","SINGLE MALT SCOTCH","MCCLELLAND'S HIGHLAND SCOTCH - 1.75L","1.75L","72","$55.99",,
"377404","NON-ALCOHOLIC MIXERS","CLEANCO CLEAN T ALT NA - 700ML","700ML","0","$32.99",,
"71554","STRAIGHT RYE WHISKEY","RAGGED BRANCH RYE VIRGINIA STRAIGHT WHISKEY BOTTLED IN BOND -750ML","750ML","0","$44.99",,
"79618","VERMOUTH","MARTINI & ROSSI DRY VERMOUTH - 1.5L","1.5L","540","$18.99",,
"326777","AMERICAN WHITE","BREAD & BUTTER CHARD - 750ML (1 Bottle)","750ML","276","$16.99","$12.99","09/30/2025"
"29149","IMPORTED SCOTCH","DEWAR'S WHITE LABEL SCOTCH - 50ML","50ML","0","$3.49",,
"36056","IMPORTED VODKA","ABSOLUT VODKA - 80 PROOF - 750ML","750ML","780","$24.99",,
"237840","AMERICAN RED","LEVIATHAN RED - 750ML","750ML","0","$41.99",,
"236900","AMERICAN RED","LA CREMA W/V P/NOIR - 750ML","750ML","0","$29.99",,
"91573","AMERICAN RED","BLACK STALLION CORNERSTONE CHARDONAY 750ML","750ML","1368","$19.99",,
"52078","AMERICAN RED","J LOHR SEVEN OAKS CAB (SC) - 375ML","375ML","180","$10.99",,
"92452","DOMESTIC BOTTLE BEER","SAM ADAMS COLD SNAP 4/6 NR - 12.0Z (6-Pack)","6pk","0","$10.99",,
"166742","DOMESTIC GIN","GRAY WHALE GIN - 750ML","750ML","486","$36.99",,
"42578","STRAIGHT BOURBON WHISKEY","FOUR ROSES SMALL BATCH SELECT 104P BOURB - 50ML","50ML","0","$7.59",,
"574789","DOMESTIC GIN","CONNIPTION AMERICAN DRY GIN - 750ML","750ML","0","$32.99",,
"167830","DOMESTIC VODKA","PLUSH VODKA 50ML","50ML","0","$3.29",,
"91719","IMPORTED CORDIALS","JAGERMEISTER SUMMER SUNGLASSES VAP 750ML","750ML","0","$22.99",,
"249212","IMPORTED RUM FLAVORS","MALIBU RUM - WATERMELON - 50ML","50ML","0","$2.19",,
"171403","DOMESTIC LIQUOR SPECIALTY","WHIPLASH WHIPPED CREAM WHISKEY 750ML","750ML","0","$26.99",,
"107921","SPANISH/PORTUGUESE","MARQUES DE CACERES RIOJA RESERVA RED - 750ML","750ML","0","$26.99",,
"80139","NON-ALCOHOLIC MIXERS","STIRRINGS MOJITO MIX - 750ML","750ML","108","$6.99",,
"22918","IMPORTED RUM FLAVORS","BACARDI RUM - LIMON - 375ML","375ML","804","$7.99",,
"243214","ITALIAN ROSE WINE","SUN GODDESS P/GRIG RAMATO - 750ML","750ML","0","$24.99",,
"42469","TEQUILA","EL JIMADOR ANEJO - 750ML","750ML","0","$27.99",,
"243675","RED BORDEAUX WINE","CH LES GRAVETTES RED BORD SUP - 750ML","750ML","0","$17.99",,
"88808","IMPORTED CORDIALS","NIXTA LICOR DE ELOTE ANCESTRAL CORN LIQ - 750ML","750ML","0","$35.99",,
"89390","TEQUILA","DOS HOMBRES MEZCAL ARTESL W/ MARG MIX (VAP) - 750ML","750ML","0","$71.99",,
"247327","TEQUILA","CINCO SENTIDOS MADRECUIXE MEZCAL - 750ML","750ML","0","$132.99",,
"11002","STRAIGHT BOURBON WHISKEY","ANCIENT AGE BOURBON - 1.75L","1.75L","84","$21.99",,
"247730","FRENCH WHITE WINE","ZOU BLANC - 750ML","750ML","0","$11.99",,
"71126","PRE-MIX COCKTAILS","1800 ULTIMATE PINEAPPLE MARGARITA 1.75L","1.75L","228","$19.99",,
"18481","IMPORTED CORDIALS","FRANGELICO LIQUEUR - 50ML","50ML","0","$4.29",,
"239764","SPARKLING","GEMMA DI LUNA PROSECCO - 750ML","750ML","132","$18.99",,
"18030","SESSION RTD","TENTH WARD BERRY LEMON CRUSH RTD 6/4 CANS - 250ML (4-Pack)","4pk","0","$12.99",,
"81572","AMERICAN WHITE","BAREFOOT CEL S/BLC -  187ML (4-Pack)","4pk","0","$7.16",,
"47786","VERMOUTH","CARPANO ANTICA FORMULA VERM - 1L","1L","426","$41.99",,
"81906","AMERICAN WHITE","CORBETT CANYON CHARD - 1.5L","1.5L","0","$11.99",,
"243820","MISCELLANEOUS IMPORTED SPIRITS","JINRO PEACH SOJU - 375ML","375ML","140","$7.99",,
"361744","AMERICAN RED","AUSTIN PASO ROBLES CAB - 750ML","750ML","0","$23.99",,
"241026","TEQUILA","CASAMIGOS BLANCO TEQUILA - 50ML","50ML","0","$4.99",,
"89583","VERMOUTH","TRIBUNO SWEET VERMOUTH - 1L","1L","0","$7.99",,
"15089","SESSION RTD","TENTH WARD PCH CLEM LEMN ICED TEA RTD 6/4 CANS - 250ML (4-Pack)","4pk","0","$12.99",,
"170785","DOMESTIC CORDIALS","ST ELDER HAZLENUT LIQ 750ML","750ML","0","$23.99",,
"166505","AMERICAN RED","FIT VINE CALIFORNIA P/NOIR - 750ML","750ML","0","$18.99",,
"83550","AMERICAN RED","WENTE VYDS SANDSTONE MER 750ML","750ML","300","$19.99",,
"297275","NON-ALCOHOLIC MIXERS","REAL MANGO INFUSED SYRUP 16.9OZ - 16.9Z","16.9Z","174","$7.99",,
"167656","MISCELLANEOUS IMPORTED SPIRITS","CHUM-CHURUM SOONHARI APPLE MANGO GIFT SET 375ML","375ML","0","$7.99",,
"166793","AMERICAN RED","COPPOLA DIAMOND CABERNET PASO ROBLES - 750ML","750ML","0","$22.99",,
"18813","AMERICAN RED","WOODBRIDGE SESSIONS RED BLEND 750ML","750ML","0","$8.99",,
"41084","COGNAC","SALIGNAC COGNAC VS - 750ML","750ML","708","$25.99",,
"13735","DOMESTIC CAN BEER","SILVER BRANCH BEYOND THE GOME WORLD 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$13.99",,
"404446","AMERICAN TABLE WINE","CRIBARI MADIERA - 5L","5L","0","$29.99",,
"71806","SPARKLING","ANDRE PEACH BELLINI - 750ML","750ML","180","$9.99",,
"75696","IMPORTED RUM FLAVORS","BLUE CHAIR BAY RUM - BANANA - 1L","1L","0","$30.99",,
"24109","DOMESTIC CAN BEER","LONE OAK CROSSCUT HAZY DIPA 6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","0","$19.99",,
"18761","AMERICAN RED","BLACK ANKLE PASSEGGIATA 750ML","750ML","0","$44.99",,
"87645","AMERICAN RED","R MONDAVI NAPA CAB - 750ML","750ML","0","$63.99",,
"34835","IMPORTED CORDIALS","GRAND MARNIER CORDON ROUGE - 1.75L","1.75L","264","$79.99",,
"337887","SPARKLING","SEGURA VIUDAS BRUT RESERVE - 1.5L","1.5L","0","$29.99",,
"166255","AMERICAN WHITE","ROMBAUER VYDS CHARD CARNEROS - 750ML","750ML","696","$40.99",,
"20877","SOUTH AFRICAN","INDABA WESTERN CAPE CHARD - 750ML","750ML","0","$10.99",,
"52153","LIQ BASED RTD","KETEL ONE ESPRESSO MARTINI -RTD  375ML","375ML","0","$11.99",,
"52072","SESSION RTD","MALIBU RUM VARIETY PACK  - RTD - 8PK - 355ML (8-Pack)","8pk","1032","$26.99",,
"73682","IMPORTED RUM","DON Q RUM - CRISTAL 750ML","750ML","156","$10.99",,
"425419","AMERICAN RED","ACROBAT P/NOIR - 750ML","750ML","528","$19.99",,
"23456","IMPORTED BOTTLE BEER","CORONA LIGHT 24/12OZ LOOSE-NR - 12.0Z","12.0Z","149","$39.99",,
"358986","DOMESTIC CORDIALS","MR BOSTON TRIPLE SEC - 1L - 1LTR","1LTR","888","$4.99",,
"42099","NON-ALCOHOLIC MIXERS","FEVER TREE ELDERFLOWER TONIC WATER 6/4PK - 200ML (4-Pack)","4pk","2784","$7.99",,
"24083","AMERICAN WHITE","SUGARLOAF MTN VYDS UNOAKED CHARDONNAY 750ML","750ML","0","$26.99",,
"247804","STRAIGHT RYE WHISKEY","MR & MRS RYE WHISKEY (BLACK OAK) SMITH FAM S/B - 750ML","750ML","0","$138.99",,
"37621","AMERICAN RED","SEVEN DEADLY ZINS ZIN - 750ML (1 Bottle)","750ML","288","$18.99","$13.99","09/30/2025"
"297255","NON-ALCOHOLIC MIXERS","MASTER OF MIXES COCKTAIL ESSENTIALS RASPBERRY 375ML","375ML","0","$3.99",,
"238076","DOMESTIC LIQUOR SPECIALTY","OLE SMOKY MOONSHINE PICKLES - 750ML","750ML","0","$27.99",,
"17515","SPARKLING","SAINT HILAIRE SPARK BRUT - 750ML","750ML","168","$15.99",,
"69350","DOMESTIC CAN BEER","EVOLUTION PINEHOPLE IPA 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$10.99",,
"166281","AMERICAN BLUSH","K JACKSON VINT RES ROSE - 750ML (1 Bottle)","750ML","984","$16.99","$13.99","09/30/2025"
"90820","DOMESTIC CAN BEER","EVOLUTION AMERICAN LIGHT LAGER 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$9.99",,
"70378","AMERICAN RED","MEIOMI P/NOIR - 750ML","750ML","48","$22.99",,
"248080","AMERICAN WHITE","JOSH CELLARS SEASWEPT SAUV BLANC PINOT GRIGIO 750ML","750ML","1812","$16.99",,
"82520","AMERICAN RED","FRANZIA CAB BIB - 5L","5L","0","$24.99",,
"177741","WHITE BORDEAUX WINE","PATIENT COTTAT S/BLC - 750ML","750ML","0","$18.99",,
"77307","SINGLE MALT SCOTCH","BRUICHLADDICH - CLASSIC LADDIE- 10YR SM - 750ML","750ML","54","$62.99",,
"80906","ITALIAN WHITE WINE","PROPHECY P/GRIG - 750ML","750ML","336","$12.99",,
"348916","FRANCE-OTHER","ALAIN CHAVY BOURGOGNE BLANC - 750ML","750ML","0","$39.99",,
"350198","SINGLE MALT SCOTCH","THE GLENLIVET 14YR - 750ML","750ML","246","$74.99",,
"166618","WHITE BORDEAUX WINE","CH LA MOULINIERE WH BORD - 750ML","750ML","264","$13.99",,
"170784","DOMESTIC CORDIALS","ST ELDER PAMPLEMOUSSE PINK GRPFRUIT LIQ 750ML","750ML","0","$23.99",,
"72283","TEQUILA","HERRADURA TEQUILA SILVER - W/GLASS - 750ML","750ML","0","$43.99",,
"84280","AMERICAN WHITE","KING EST P/GRIS - 750ML","750ML","276","$20.99",,
"73952","SESSION RTD","HIGH NOON PASSION FRUIT  - RTD - 355ML (4-Pack)","4pk","1104","$10.99",,
"238202","STRAIGHT BOURBON WHISKEY","UNCLE NEAREST 1884 SMALL BATCH WHISKEY - 750ML","750ML","588","$44.99",,
"89948","LIQ BASED RTD","CHACHO SPICY MARGARITA CRAFT COCKTAILS 6/4PK - 12OZ CANS - 12.0Z (4-Pack)","4pk","0","$14.99",,
"80134","CIDERS","ANGRY ORCHARD ROSE 4/6 NR - 12.0Z (6-Pack)","6pk","5064","$10.05",,
"72753","CHILE","CYT FRONTERA CAB/MER - 1.5L","1.5L","3900","$10.99",,
"80446","AMERICAN RED","ELK RUN CAB SAUVIGNON - 750ML","750ML","0","$20.99",,
"171247","IMPORTED BRANDY","STELLA ROSA BRANDY COLLECTION 16/3PK 50ML (3-Pack)","3pk","0","$11.99",,
"41808","IMPORTED CORDIALS","JAGERMEISTER LIQUEUR - 50ML","50ML","0","$2.19",,
"167947","AMERICAN RED","BROWN ESTATE HOUSE OF BROWN RED BLEND 750ML","750ML","0","$20.99",,
"70025","CHILE","CYT CASILLERO DEL DIABLO MER - 750ML","750ML","2772","$11.99",,
"15374","AMERICAN TABLE WINE","101 NORTH PINOT GRIGIO 750ML","750ML","900","$7.99",,
"70290","STRAIGHT BOURBON WHISKEY","JEFFERSON'S RESERVE BOURBON WHISKEY - 750ML (1 Bottle)","750ML","276","$63.99","$53.99","09/30/2025"
"73949","STRAIGHT BOURBON WHISKEY","REDEMPTION BOURBON 750ML (1 Bottle)","750ML","396","$26.99","$21.99","09/30/2025"
"171111","FRENCH WHITE WINE","LE GARENNE VOUVRAY - 750ML","750ML","0","$26.99",,
"326978","AMERICAN WHITE","GUNDLACH BUNDSCHU MTN CUV 750ML","750ML","0","$23.99",,
"79994","SINGLE MALT SCOTCH","ABERLOUR 12 YR SM SCOTCH 6/CS - 750ML","750ML","72","$58.99",,
"74446","AMERICAN RED","GALLO FAMILY VYDS MERLOT - 1.5L","1.5L","36","$10.99",,
"84190","AMERICAN WHITE","CLOS DU BOIS BF CHARD - 1.5L","1.5L","132","$18.99",,
"52744","AMERICAN RED","COPPOLA DIAMOND ZIN - 750ML","750ML","0","$15.99",,
"89872","IMPORTED CORDIALS","APEROL APERITIVO - 375ML","375ML","0","$15.99",,
"54536","DOMESTIC VODKA FLAVORS","DEEP EDDY VODKA - PINEAPPLE - 1.75L","1.75L","0","$27.99",,
"377595","AMERICAN RED","QUILCEDA CREEK CAB - 750ML","750ML","0","$266.99",,
"17039","TEQUILA","GRAN CORAMINO ANEJO TEQUILA 750ML","750ML","0","$99.99",,
"126","STORE SUPPLIES","BEVERAGE STRAWS CARDED - UNIT","UNIT","0","$1.99",,
"246064","ITALIAN RED WINE","LE BANCHETTE VALPOLICELLA SUPERIORE - 750ML","750ML","0","$32.99",,
"297253","NON-ALCOHOLIC MIXERS","MASTER OF MIXES COCKTAIL ESSENTIALS STRAWBERRY 375ML","375ML","0","$3.99",,
"78383","IMPORTED RUM","CAPTAIN MORGAN 100 PROOF RUM - 50ML","50ML","0","$1.79",,
"367648","AMERICAN WHITE","PACIFIC RIM SWEET RIES 750ML","750ML","0","$12.49",,
"20114","MEAD (WINE)","CLEAR SKIES VIOLET'S OUTBURST 6/4 12OZ CANS - 12.0Z (4-Pack)","4pk","0","$28.99",,
"61212","CHAMPAGNE","VEUVE CLICQUOT YELLOW LBL BRUT - 750ML","750ML","0","$77.99",,
"377378","AMERICAN RED","ANAKOTA KNIGHTS VLY CAB - 750ML","750ML","0","$98.99",,
"320125","ITALIAN WHITE WINE","SPASSO P/GRIG 750ML","750ML","0","$11.99",,
"171714","TEQUILA","PALOMO ESPADIN MEZCAL 700ML","700ML","0","$43.99",,
"90964","TEQUILA","TEREMANA REPOSADO TEQUILA 50ML","50ML","0","$4.99",,
"240538","TEQUILA","CINCORO REPOSADO - 750ML","750ML","0","$106.99",,
"52043","AMERICAN RED","J LOHR HILLTOP CAB 12/C - 375ML","375ML","0","$15.99",,
"336778","ARGENTINA","CATENA CAB/FR SAN CARLOS - 750ML","750ML","0","$25.99",,
"297309","MISCELLANEOUS IMPORTED SPIRITS","GIN LANE 1751 OLD TOM GIN - 750ML","750ML","0","$45.99",,
"44172","IMPORTED CORDIALS","KAHLUA COFFEE - 50ML","50ML","0","$3.09",,
"38490","IMPORTED RUM FLAVORS","BACARDI RUM - LIMON - 1.75L","1.75L","570","$25.99",,
"112720","KOSHER","RASHI LIGHT PINK CONCORD - 750ML","750ML","288","$5.99",,
"89768","LIQ BASED RTD","TIP TOP MARGARITA COCKT RTD 6/4PK - 100ML (4-Pack)","4pk","0","$23.99",,
"42737","DOMESTIC LIQUOR SPECIALTY","OLE SMOKY MOONSHINE HUNCH PUNCH LIGHTIN - 750ML","750ML","0","$27.99",,
"379795","MISCELLANEOUS IMPORTED SPIRITS","BEYLERBEYI GOBEK RAKI - 12/700ML","700ML","0","$44.99",,
"83660","ITALIAN RED WINE","SANTA MARGHERITA CHIANTI - 750ML","750ML","0","$25.99",,
"298036","AMERICAN RED","JUBILATION BY COLGIN CELLARS 750ML","750ML","0","$269.99",,
"167887","PRE-MIX COCKTAILS","RANCHO LA GLORIA SPIKED HORCHATA 750ML","750ML","0","$17.99",,
"170928","MALT BASED SELTZER","HAPPY DAD HARD SELTZER VARIETY PK 2/12 CAN 12OZ - 12.0Z (12-Pack)","12pk","432","$20.99",,
"42247","IMPORTED RUM","BACARDI RUM WHITE - 200ML","200ML","1344","$4.99",,
"304417","LOIRE VALLEY WINE","DOM BELLEVUE TOUR S/BLC - 750ML","750ML","96","$17.99",,
"75166","TEQUILA","MILAGRO SELECT BARREL SILVER - 750ML","750ML","78","$47.99",,
"233228","SPARKLING","GEMMA DI LUNA SPARK MOSCATO - 750ML","750ML","48","$17.99",,
"192767","AMERICAN WHITE","KALI HART VYD CHARD - 750ML","750ML","180","$20.99",,
"124109","WHITE BORDEAUX WINE","LA VIEILLE FERME WHITE 750ML","750ML","252","$11.99",,
"90923","IMPORTED GIN","SILENT POOL GIN 750ML","750ML","0","$59.99",,
"91665","SESSION RTD","DEVILS BACKBONE WATERMELON MARGARITA VP RTD 6/4 C - 12.0Z (4-Pack)","4pk","0","$12.99",,
"56853","TEQUILA","CASAMIGOS TEQUILA ANEJO - 375ML","375ML","0","$35.99",,
"18639","DOMESTIC CAN BEER","SILVER BRANCH GNOMENCLATURE 4/6 CANS - 12.0Z (6-Pack)","6pk","0","$14.99",,
"76804","SINGLE MALT SCOTCH","LAGAVULIN 11YR OFFERMAN S MALT CASK SERIES - 750ML","750ML","0","$85.99",,
"19122","DOMESTIC CAN BEER","LONE OAK FLIP COAST 6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","0","$18.99",,
"70005","SINGLE MALT SCOTCH","HIGHLAND PARK 18YR 6/CS - 750ML","750ML","0","$201.99",,
"35700","DOMESTIC VODKA","SKOL VODKA - 1L","1L","0","$7.99",,
"72899","STRAIGHT RYE WHISKEY","SAZERAC RYE WHISKEY 6/CS - 750ML","750ML","498","$24.99",,
"70298","TEQUILA","CASA DRAGONES TEQ JOVEN - 750ML","750ML","0","$372.99",,
"40330","IMPORTED RUM","CAPTAIN MORGAN PRIVATE STOCK - 1.75L","1.75L","42","$45.99",,
"80882","AMERICAN RED","BOORDY CAB TERRAPIN - 750ML","750ML","132","$18.99",,
"380676","AMERICAN RED","MENDING WALL MORTAR & STONE RED 2015 750ML","750ML","0","$47.99",,
"48369","CANADIAN WHISKEY","CROWN ROYAL BLACK - 50ML","50ML","0","$3.59",,
"297257","NON-ALCOHOLIC MIXERS","MASTER OF MIXES COCKTAIL ESSENTIALS MANGO 375ML","375ML","0","$3.99",,
"10197","STRAIGHT BOURBON WHISKEY","KNOB CREEK BOURBON 9YR - 100P - 1.75L","1.75L","354","$72.99",,
"123765","FRENCH BLUSH","SANCERRE COTES DE REIGNY ROSE - 750ML","750ML","84","$33.99",,
"89153","STRAIGHT RYE WHISKEY","REDWOOD EMPIRE CASK STRENGTH EMERALD GIANT RYE WHISKEY - 750ML","750ML","0","$79.99",,
"73534","DOMESTIC VODKA","NEW AMSTERDAM VODKA - 1.75L (1 Bottle)","1.75L","1146","$21.99","$19.99","09/30/2025"
"248168","AMERICAN WHITE","CAKEBREAD CHARDONNAY 2023 750ML","750ML","456","$43.99",,
"21180","LOIRE VALLEY WINE","SANCERRE WHITE SAUTEREAU - 750ML","750ML","552","$33.99",,
"242077","AMERICAN WHITE","JOSH CELLARS PROSECCO - 750ML","750ML","1032","$18.99",,
"30031","DOMESTIC GIN","ARISTOCRAT GIN - 1.75L","1.75L","192","$14.99",,
"74810","AMERICAN WHITE","CAMBRIA KATHERINE'S VYD CHARD - 750ML","750ML","84","$22.99",,
"437611","VERMOUTH","DOLIN SWEET WHT VERMOUTH - 750ML","750ML","0","$21.99",,
"337590","AMERICAN WHITE","TORTOISE CREEK CHARD JAMS BLD - 750ML","750ML","108","$16.99",,
"53970","IMPORTED VODKA","EFFEN VODKA - 750ML","750ML","0","$24.99",,
"311705","ITALIAN RED WINE","G D VAJRA LANGHE NEBB CLARET JC - 750ML","750ML","0","$24.99",,
"348328","MISCELLANEOUS IMPORTED WINE","TEDORIGAWA KINKA GOLD BLOSSOM - 720ML","720ML","0","$52.99",,
"43046","IMPORTED CORDIALS","ALTO DEL CARMEN PISCO RESERVADO - 750ML","750ML","108","$18.99",,
"89145","STRAIGHT RYE WHISKEY","BARDSTOWN BOURB CO ORIGIN SERIES HIGH RYE KY STRAIGHT BOURB WHISKEY - 750ML","750ML","0","$51.99",,
"297338","MISCELLANEOUS IMPORTED SPIRITS","NARDINI L'AMARO 58 700ML (1 Bottle)","700ML","0","$32.99","$24.99","09/30/2025"
"15247","DOMESTIC CAN BEER","LONE OAK SANDBAR TROPICAL IPA 6/4 16OZ CANS - 16.0Z (4-Pack)","4pk","0","$18.99",,
"167948","AMERICAN WHITE","BROWN ESTATE HOUSE OF BROWN CHARDONNAY 750ML","750ML","0","$20.99",,
"51159","DOMESTIC CAN BEER","NB VOODOO RANGER HOPPY VP 2/12 CAN - 12.0Z (12-Pack)","12pk","6600","$23.99",,
"89279","NON-ALCOHOLIC MIXERS","BARE ZERO PROOF REPOSADO STYLE TEQUILA - 750ML","750ML","0","$45.99",,
"89618","DOMESTIC LIQUOR SPECIALTY","99 SCHNAPPS PINK LEMONADE - 50ML","50ML","0","$1.09",,
"52060","AMERICAN RED","J LOHR LOS OSOS MER (SC) - 375ML","375ML","0","$9.99",,
"10103","STRAIGHT BOURBON WHISKEY","KNOB CREEK BOURBON 9YR - 100P - 375ML","375ML","168","$20.99",,
"13757","AMERICAN TABLE WINE","LINGANORE TERRAPIN WHITE - 750ML","750ML","0","$14.99",,
"73919","DOMESTIC VODKA FLAVORS","DEEP EDDY RUBY RED GRAPEFRUIT VODKA - 50ML","50ML","4920","$1.49",,
"35076","DOMESTIC VODKA","GILBEY'S VODKA - 50ML","50ML","0","$0.89",,
"81655","AMERICAN WHITE","R MONDAVI PR SEL CHARD 1.5L","1.5L","0","$21.99",,
"10445","STRAIGHT BOURBON WHISKEY","BRECKENRIDGE BOURBON - 750ML","750ML","42","$38.99",,
"247461","NON-ALCOHOLIC MIXERS","MIONETTO APERITIVO ALC FREE - 500ML","500ML","0","$23.99",,
"32228","AMERICAN WHITE","DAOU BODYGUARD CHARDONNAY 750ML","750ML","0","$42.99",,
"26637","DOMESTIC CAN BEER","DC BRAU PUBLIC PALE ALE 4/6 12Z CAN - 12.0Z (6-Pack)","6pk","1032","$10.99",,
"13936","AMERICAN RED","BRADY VYDS CABERNET FRANC 750ML","750ML","0","$22.99",,
"241640","TEQUILA","MONTE ALBAN REPOSADO - 1L","1L","0","$17.99",,
"242235","IMPORTED GIN","ENGINE GIN - 750ML","750ML","0","$27.99",,
"20118","DOMESTIC LIQUOR SPECIALTY","FORDHAM LEE ORANGE DREAMSICLE CREAM LIQUOR 750ML","750ML","0","$21.99",,
"167673","DOMESTIC BRANDY","MR BOSTON BLACKBERRY BRANDY 1L - 1LTR","1LTR","0","$13.99",,
"26948","AUSTRALIAN","YELLOW TAIL MERLOT - 1.5L","1.5L","534","$13.99",,
"80012","AMERICAN RED","CK MONDAVI MER 1.5L","1.5L","60","$15.99",,
"85700","WINE CANS","DARK HORSE ROSE BUBBLES - CAN - 375ML","375ML","216","$6.99",,
"66087","ITALIAN RED WINE","SANTA CRISTINA CAB SAUV TOSCANA - 750ML","750ML","108","$17.99",,
"70017","CHILE","CYT CASILLERO DEL DIABLO CAB 750ML","750ML","2532","$11.99",,
"360392","ARGENTINA","LAS PERDICES MAL - 750ML","750ML","108","$14.99",,
"67563","AMERICAN WHITE","BAREFOOT CEL P/GRIG - 1.5L (1 Bottle)","1.5L","1134","$14.99","$12.99","09/30/2025"
"96067","IMPORTED BOTTLE BEER","GUINNESS STOUT 4/6 NR - 11.2Z (6-Pack)","6pk","36762","$10.99",,
"38520","TEQUILA","JOSE CUERVO GOLD TEQUILA - 750ML","750ML","1068","$20.99",,
"96288","IMPORTED BOTTLE BEER","BECKS 4/6 NR - 12.0Z (6-Pack)","6pk","2736","$10.99",,
"18406","SPANISH/PORTUGUESE","LAN RIOJA CRIANZA - 750ML","750ML","120","$18.99",,
"82546","AMERICAN BLUSH","FRANZIA WH/ZIN BIB - 5L","5L","324","$24.99",,
"28673","CANADIAN WHISKEY","CROWN ROYAL - 1L","1L","288","$39.99",,
"35866","DOMESTIC VODKA","BOWMAN'S VODKA - 375ML","375ML","3312","$3.99",,
"74861","AUSTRALIAN","YELLOW TAIL MERLOT - 750ML","750ML","936","$6.99",,
"239584","WINE-BASED COOLERS","BUZZBALLZ CHILLERS LIME 'RITA 24/CS - 187ML","187ML","2280","$3.99",,
"251042","DOMESTIC LIQUOR SPECIALTY","YUKON JACK FIRE LIQUEUR - 50ML","50ML","3240","$1.09",,
